family,model,mae,rmse,mape,smape,predict_seconds,predict_peak_memory_mb
statistical,seasonal_naive,1971.47182649752,2574.2136838530687,6.558681947258248,6.902912861514686,,
machine_learning,extra_trees,223.9046079758227,330.0265946747203,0.7865876533110734,0.7841524392476519,,
neural,mlp_128_64_32,272.77077941542245,383.6210081408748,0.9768143999590888,0.9716113911069694,0.0179168409999874,12.786457061767578
