model,mae,rmse,mape,smape,fit_seconds,fit_peak_memory_mb,predict_seconds,predict_peak_memory_mb
mlp_128_64_32,272.77077941542245,383.6210081408748,0.9768143999590889,0.9716113911069694,42.30293354699998,23.428587913513184,0.01791684099998747,12.786457061767578
